ID,Goods,,,
1195,面包卷,,,西点
1196,咖啡,,,非酒精饮料
1196,面包卷,,,西点
1197,黑面包,,,西点
1197,全脂牛奶,,,非酒精饮料
1198,柑橘类水果,,,果蔬
1198,奶油乳酪,,,西点
1198,凝乳,,,米粮调料
1198,本地蛋类,,,肉类
1198,面粉,,,米粮调料
1198,硬奶酪,,,西点
1198,人造黄油,,,米粮调料
1198,油,,,米粮调料
1198,其他蔬菜,,,果蔬
1198,白饭,,,熟食
1198,根茎类蔬菜,,,果蔬
1198,糖,,,米粮调料
1198,酸奶油,,,米粮调料
1198,全脂牛奶,,,非酒精饮料
1198,酸奶,,,食品类
1199,黑面包,,,西点
1199,柑橘类水果,,,果蔬
1199,葡萄,,,果蔬
1199,糕点,,,西点
1199,热带水果,,,果蔬
1199,全脂牛奶,,,非酒精饮料
1200,黑面包,,,西点
1200,巧克力,,,零食
1201,冷冻蔬菜,,,果蔬
1201,水果/蔬菜汁,,,非酒精饮料
1201,厨房毛巾,,,百货
1201,人造黄油,,,米粮调料
1201,油,,,米粮调料
1201,其他蔬菜,,,果蔬
1201,热带水果,,,果蔬
1201,超高温杀菌的牛奶,,,非酒精饮料
1201,酸奶油,,,米粮调料
1202,发酵粉,,,米粮调料
1202,瓶装水,,,非酒精饮料
1202,黄油,,,米粮调料
1202,冷冻热狗肠,,,肉类
1202,冷冻蔬菜,,,果蔬
1202,长面包,,,非酒精饮料
1202,其他饮料,,,非酒精饮料
1202,报纸,,,百货
1202,面包卷,,,西点
1202,糖,,,米粮调料
1202,热带水果,,,果蔬
1202,酸奶油,,,米粮调料
1203,咖啡,,,非酒精饮料
1204,瓶装啤酒,,,酒精饮料
1204,口香糖,,,零食
1204,火腿,,,肉类
1204,面包卷,,,西点
1205,瓶装水,,,非酒精饮料
1205,凝乳,,,米粮调料
1205,其他蔬菜,,,果蔬
1205,腌菜,,,Types
1205,酸奶,,,食品类
1206,酪,,,西点
1206,凝乳,,,米粮调料
1206,香肠,,,肉类
1206,酸奶油,,,米粮调料
1206,全脂牛奶,,,非酒精饮料
1207,罐装啤酒,,,酒精饮料
1207,人造黄油,,,米粮调料
1207,报纸,,,百货
1207,猪肉,,,肉类
1207,苏打,,,非酒精饮料
1207,全脂牛奶,,,非酒精饮料
1208,柑橘类水果,,,果蔬
1208,炊具,,,百货
1208,苏打,,,非酒精饮料
1208,酸奶油,,,米粮调料
1208,酸奶,,,食品类
1209,本地蛋类,,,肉类
1209,卫生用品,,,百货
1209,糕点,,,西点
1209,热带水果,,,果蔬
1209,全脂牛奶,,,非酒精饮料
1210,奶油乳酪,,,西点
1210,其他蔬菜,,,果蔬
1210,酸奶,,,食品类
1211,巧克力,,,零食
1211,长面包,,,非酒精饮料
1211,猪肉,,,肉类
1211,苏打,,,非酒精饮料
1211,糖,,,米粮调料
1211,全脂牛奶,,,非酒精饮料
1212,发酵粉,,,米粮调料
1212,瓶装啤酒,,,酒精饮料
1212,糖果,,,零食
1212,鸡,,,肉类
1212,巧克力,,,零食
1212,冷冻鱼,,,肉类
1212,人造黄油,,,米粮调料
1212,其他蔬菜,,,果蔬
1212,仁果类水果,,,果蔬
1212,猪肉,,,肉类
1212,面包卷,,,西点
1212,苏打,,,非酒精饮料
1212,小食,,,食品类
1212,威化饼,,,西点
1212,白酒,,,酒精饮料
1212,全脂牛奶,,,非酒精饮料
1213,盆栽,,,百货
1213,面包卷,,,西点
1213,根茎类蔬菜,,,果蔬
1213,全脂牛奶,,,非酒精饮料
1213,酸奶,,,食品类
1214,婴儿化妆品,,,百货
1214,风味蛋糕,,,西点
1214,柑橘类水果,,,果蔬
1214,购物袋,,,百货
1215,水果/蔬菜汁,,,非酒精饮料
1216,牛肉,,,肉类
1216,猫食,,,百货
1216,冰淇淋,,,零食
1216,热带水果,,,果蔬
1216,全脂牛奶,,,非酒精饮料
1217,牛肉,,,肉类
1217,一般饮料,,,非酒精饮料
1217,黄油,,,米粮调料
1217,蜡烛,,,百货
1217,鸡,,,肉类
1217,柑橘类水果,,,果蔬
1217,奶油乳酪,,,西点
1217,凝乳,,,米粮调料
1217,本地蛋类,,,肉类
1217,面粉,,,米粮调料
1217,冷冻热狗肠,,,肉类
1217,火腿,,,肉类
1217,硬奶酪,,,西点
1217,卫生用品,,,百货
1217,干面包,,,百货
1217,人造黄油,,,米粮调料
1217,蛋黄酱,,,米粮调料
1217,其他蔬菜,,,果蔬
1217,意大利面,,,熟食
1217,卷装制品,,,百货
1217,面包卷,,,西点
1217,根茎类蔬菜,,,果蔬
1217,香肠,,,肉类
1217,皮肤护理用品,,,百货
1217,软奶酪,,,西点
1217,汤类,,,熟食
1217,特色油脂,,,米粮调料
1217,糖,,,米粮调料
1217,热带水果,,,果蔬
1217,酸奶油,,,米粮调料
1217,全脂牛奶,,,非酒精饮料
1217,酸奶,,,食品类
1218,咖啡,,,非酒精饮料
1218,冷冻热狗肠,,,肉类
1218,卫生用品,,,百货
1218,其他蔬菜,,,果蔬
1218,糕点,,,西点
1218,仁果类水果,,,果蔬
1218,面包卷,,,西点
1218,苏打,,,非酒精饮料
1218,水果奶油涂抹酱,,,米粮调料
1218,威化饼,,,西点
1218,白面包,,,西点
1218,酸奶,,,食品类
1219,牛肉,,,肉类
1219,瓶装啤酒,,,酒精饮料
1219,瓶装水,,,非酒精饮料
1219,黑面包,,,西点
1219,罐装啤酒,,,酒精饮料
1219,汉堡肉,,,肉类
1219,其他蔬菜,,,果蔬
1219,面包卷,,,西点
1219,苏打,,,非酒精饮料
1220,黑面包,,,西点
1220,黄油,,,米粮调料
1220,酪,,,西点
1220,凝乳,,,米粮调料
1220,甜点,,,西点
1220,本地蛋类,,,肉类
1220,火腿,,,肉类
1220,汉堡肉,,,肉类
1220,卫生用品,,,百货
1220,其他蔬菜,,,果蔬
1220,仁果类水果,,,果蔬
1220,猪肉,,,肉类
1220,卷装制品,,,百货
1220,酸奶油,,,米粮调料
1220,全脂牛奶,,,非酒精饮料
1221,购物袋,,,百货
1222,发酵粉,,,米粮调料
1222,猫食,,,百货
1222,其他蔬菜,,,果蔬
1222,猪肉,,,肉类
1222,根茎类蔬菜,,,果蔬
1222,咸点心,,,西点
1222,购物袋,,,百货
1222,特色油脂,,,米粮调料
1222,糖,,,米粮调料
1222,威化饼,,,西点
1223,浴室清洁剂,,,百货
1223,瓶装啤酒,,,酒精饮料
1223,瓶装水,,,非酒精饮料
1223,炼乳,,,米粮调料
1223,其他饮料,,,非酒精饮料
1224,瓶装啤酒,,,酒精饮料
1224,鸡,,,肉类
1224,报纸,,,百货
1224,粉红葡萄酒,,,酒精饮料
1225,黄油,,,米粮调料
1225,猫食,,,百货
1225,本地蛋类,,,肉类
1225,一般肉类,,,肉类
1225,香肠,,,肉类
1226,瓶装啤酒,,,酒精饮料
1226,盆栽,,,百货
1227,鸡,,,肉类
1227,本地蛋类,,,肉类
1227,葡萄,,,果蔬
1227,其他蔬菜,,,果蔬
1227,糕点,,,西点
1227,猪肉,,,肉类
1227,面包卷,,,西点
1227,苏打,,,非酒精饮料
1227,特制门锁,,,百货
1228,谷物,,,米粮调料
1228,成品,,,熟食
1228,人造黄油,,,米粮调料
1228,其他蔬菜,,,果蔬
1228,咸点心,,,西点
1228,苏打,,,非酒精饮料
1228,酸奶油,,,米粮调料
1228,全脂牛奶,,,非酒精饮料
1229,腐蚀性清洁剂,,,百货
1229,牛肉,,,肉类
1229,莓果,,,果蔬
1229,猫食,,,百货
1229,柑橘类水果,,,果蔬
1229,清洁工具,,,百货
1229,奶油乳酪,,,西点
1229,一般清洁剂,,,百货
1229,厨房清洁剂,,,百货
1229,卫生用品,,,百货
1229,油,,,米粮调料
1229,其他蔬菜,,,果蔬
1229,猪肉,,,肉类
1229,根茎类蔬菜,,,果蔬
1229,购物袋,,,百货
1229,特色巧克力,,,食品类
1229,醋,,,米粮调料
1229,全脂牛奶,,,非酒精饮料
1229,酸奶,,,食品类
1230,冷冻土豆制品,,,果蔬
1230,根茎类蔬菜,,,果蔬
1230,全脂牛奶,,,非酒精饮料
1230,酸奶,,,食品类
1231,本地蛋类,,,肉类
1231,季节性商品,,,百货
1231,购物袋,,,百货
1232,本地蛋类,,,肉类
1232,季节性商品,,,百货
1232,购物袋,,,百货
1232,特制门锁,,,百货
1233,瓶装水,,,非酒精饮料
1233,苏打,,,非酒精饮料
1234,保鲜膜/袋,,,百货
1235,瓶装水,,,非酒精饮料
1235,罐装啤酒,,,酒精饮料
1235,水果/蔬菜汁,,,非酒精饮料
1235,其他蔬菜,,,果蔬
1235,面包卷,,,西点
1235,购物袋,,,百货
1235,威士忌酒,,,酒精饮料
1236,全脂牛奶,,,非酒精饮料
1237,黑面包,,,西点
1237,黄油,,,米粮调料
1237,咖啡,,,非酒精饮料
1237,冷冻甜点,,,肉类
1237,冷冻蔬菜,,,果蔬
1237,一般肉类,,,肉类
1237,糕点,,,西点
1237,猪肉,,,肉类
1237,香肠,,,肉类
1237,酸奶油,,,米粮调料
1237,白面包,,,西点
1237,全脂牛奶,,,非酒精饮料
1238,罐装啤酒,,,酒精饮料
1238,蛋黄酱,,,米粮调料
1238,面包卷,,,西点
1238,香肠,,,肉类
1238,购物袋,,,百货
1239,本地蛋类,,,肉类
1239,切片奶酪,,,西点
1239,热带水果,,,果蔬
1239,面包干,,,西点
1240,牛肉,,,肉类
1240,黄油,,,米粮调料
1240,炊具,,,百货
1240,狗粮,,,百货
1240,冷冻热狗肠,,,肉类
1240,长面包,,,非酒精饮料
1240,报纸,,,百货
1240,仁果类水果,,,果蔬
1240,热带水果,,,果蔬
1240,酸奶,,,食品类
1241,冷冻土豆制品,,,果蔬
1241,盆栽,,,百货
1242,冷冻热狗肠,,,肉类
1242,包装水果/蔬菜,,,果蔬
1242,香肠,,,肉类
1242,苏打,,,非酒精饮料
1243,冷冻热狗肠,,,肉类
1243,其他蔬菜,,,果蔬
1243,面包干,,,西点
1244,一般饮料,,,非酒精饮料
1244,黑面包,,,西点
1244,猫食,,,百货
1244,鸡,,,肉类
1244,甜点,,,西点
1244,香草,,,米粮调料
1244,其他蔬菜,,,果蔬
1244,仁果类水果,,,果蔬
1244,根茎类蔬菜,,,果蔬
1244,购物袋,,,百货
1244,热带水果,,,果蔬
1244,酸奶油,,,米粮调料
1244,酸奶,,,食品类
1245,碗碟,,,百货
1245,花卉种子,,,百货
1245,餐巾,,,百货
1245,其他蔬菜,,,果蔬
1245,仁果类水果,,,果蔬
1245,热带水果,,,果蔬
1245,全脂牛奶,,,非酒精饮料
1246,瓶装啤酒,,,酒精饮料
1247,柑橘类水果,,,果蔬
1247,咖啡,,,非酒精饮料
1247,葡萄,,,果蔬
1247,糕点,,,西点
1247,面包卷,,,西点
1247,苏打,,,非酒精饮料
1248,一般饮料,,,非酒精饮料
1248,白兰地,,,酒精饮料
1248,炊具,,,百货
1248,凝乳,,,米粮调料
1248,汉堡肉,,,肉类
1248,男性化妆品,,,百货
1248,仁果类水果,,,果蔬
1248,购物袋,,,百货
1248,全脂牛奶,,,非酒精饮料
1249,莓果,,,果蔬
1249,鸡,,,肉类
1249,冷冻蔬菜,,,果蔬
1249,蛋黄酱,,,米粮调料
1249,报纸,,,百货
1249,咸点心,,,西点
1250,猪肉,,,肉类
1251,面包卷,,,西点
1252,瓶装水,,,非酒精饮料
1253,咖啡,,,非酒精饮料
1253,保管产品,,,果蔬
1253,即食食品,,,熟食
1253,人造黄油,,,米粮调料
1253,糕点,,,西点
1253,爆米花,,,零食
1253,融化奶酪,,,米粮调料
1253,香肠,,,肉类
1253,热带水果,,,果蔬
1253,全脂牛奶,,,非酒精饮料
1253,酸奶,,,食品类
1254,瓶装水,,,非酒精饮料
1254,冷冻土豆制品,,,果蔬
1254,苏打,,,非酒精饮料
1255,发酵粉,,,米粮调料
1255,瓶装水,,,非酒精饮料
1255,糖果,,,零食
1255,罐装啤酒,,,酒精饮料
1255,猫食,,,百货
1255,凝乳酪,,,西点
1255,本地蛋类,,,肉类
1255,冷冻热狗肠,,,肉类
1255,人造黄油,,,米粮调料
1255,餐巾,,,百货
1255,酸奶油,,,米粮调料
1255,全脂牛奶,,,非酒精饮料
1256,发酵粉,,,米粮调料
1256,瓶装水,,,非酒精饮料
1256,黄油,,,米粮调料
1256,糖果,,,零食
1256,咖啡,,,非酒精饮料
1256,水果/蔬菜汁,,,非酒精饮料
1256,果酱,,,米粮调料
1256,长面包,,,非酒精饮料
1256,餐巾,,,百货
1256,其他蔬菜,,,果蔬
1256,融化奶酪,,,米粮调料
1256,根茎类蔬菜,,,果蔬
1256,咸点心,,,西点
1256,香肠,,,肉类
1256,苏打,,,非酒精饮料
1256,糖,,,米粮调料
1256,酸奶油,,,米粮调料
1256,全脂牛奶,,,非酒精饮料
1257,甜点,,,西点
1257,水果/蔬菜汁,,,非酒精饮料
1257,甜食,,,西点
1257,热带水果,,,果蔬
1258,瓶装啤酒,,,酒精饮料
1259,瓶装啤酒,,,酒精饮料
1260,黑面包,,,西点
1260,面包卷,,,西点
1261,柑橘类水果,,,果蔬
1261,咖啡,,,非酒精饮料
1261,热带水果,,,果蔬
1261,全脂牛奶,,,非酒精饮料
1262,柔软剂,,,百货
1262,酸奶,,,食品类
1263,牛肉,,,肉类
1263,黄油,,,米粮调料
1263,酪,,,西点
1263,糖果,,,零食
1263,水果/蔬菜汁,,,非酒精饮料
1263,汉堡肉,,,肉类
1263,油,,,米粮调料
1263,洋葱,,,果蔬
1263,其他蔬菜,,,果蔬
1263,猪肉,,,肉类
1263,面包卷,,,西点
1263,根茎类蔬菜,,,果蔬
1263,热带水果,,,果蔬
1263,火鸡,,,肉类
1263,威化饼,,,西点
1263,全脂牛奶,,,非酒精饮料
1263,酸奶,,,食品类
1264,苏打,,,非酒精饮料
1264,柔软剂,,,百货
1265,罐装啤酒,,,酒精饮料
1266,罐装啤酒,,,酒精饮料
1267,其他蔬菜,,,果蔬
1267,香肠,,,肉类
1267,全脂牛奶,,,非酒精饮料
1268,罐头蔬菜,,,米粮调料
1268,清洁工具,,,百货
1268,凝乳,,,米粮调料
1268,猪肉,,,肉类
1268,面包卷,,,西点
1268,根茎类蔬菜,,,果蔬
1268,苏打,,,非酒精饮料
1268,酸奶油,,,米粮调料
1268,白面包,,,西点
1268,全脂牛奶,,,非酒精饮料
1269,即食食品,,,熟食
1270,瓶装水,,,非酒精饮料
1270,冷冻热狗肠,,,肉类
1270,水果/蔬菜汁,,,非酒精饮料
1270,糕点,,,西点
1270,香肠,,,肉类
1270,苏打,,,非酒精饮料
1270,糖,,,米粮调料
1270,热带水果,,,果蔬
1270,全脂牛奶,,,非酒精饮料
1270,酸奶,,,食品类
1271,牙齿保健用品,,,百货
1271,报纸,,,百货
1271,油,,,米粮调料
1272,鸡,,,肉类
1272,汉堡肉,,,肉类
1272,其他蔬菜,,,果蔬
1272,面包卷,,,西点
1272,购物袋,,,百货
1273,牛肉,,,肉类
1273,糖果,,,零食
1273,本地蛋类,,,肉类
1273,面粉,,,米粮调料
1273,面包卷,,,西点
1274,瓶装水,,,非酒精饮料
1274,罐装啤酒,,,酒精饮料
1274,口香糖,,,零食
1274,甜点,,,西点
1274,购物袋,,,百货
1274,苏打,,,非酒精饮料
1274,柔软剂,,,百货
1274,超高温杀菌的牛奶,,,非酒精饮料
1275,罐装啤酒,,,酒精饮料
1275,柑橘类水果,,,果蔬
1275,本地蛋类,,,肉类
1275,人造黄油,,,米粮调料
1275,其他蔬菜,,,果蔬
1275,猪肉,,,肉类
1276,发酵粉,,,米粮调料
1276,凝乳,,,米粮调料
1276,面粉,,,米粮调料
1276,报纸,,,百货
1276,酸奶油,,,米粮调料
1277,鸡,,,肉类
1277,粉红葡萄酒,,,酒精饮料
1278,酸奶油,,,米粮调料
1279,黑面包,,,西点
1279,冷冻热狗肠,,,肉类
1279,火腿,,,肉类
1279,人造黄油,,,米粮调料
1279,洋葱,,,果蔬
1279,面包卷,,,西点
1279,根茎类蔬菜,,,果蔬
1279,白面包,,,西点
1279,全脂牛奶,,,非酒精饮料
1279,酸奶,,,食品类
1280,瓶装啤酒,,,酒精饮料
1280,冷冻热狗肠,,,肉类
1280,芥末,,,百货
1280,糕点,,,西点
1280,面包卷,,,西点
1280,根茎类蔬菜,,,果蔬
1280,购物袋,,,百货
1281,巧克力,,,零食
1281,干面包,,,百货
1281,宠物护理用品,,,百货
1281,根茎类蔬菜,,,果蔬
1281,威化饼,,,西点
1282,餐巾,,,百货
1282,洋葱,,,果蔬
1282,其他蔬菜,,,果蔬
1282,猪肉,,,肉类
1282,根茎类蔬菜,,,果蔬
1282,购物袋,,,百货
1282,全脂牛奶,,,非酒精饮料
1283,巧克力,,,零食
1283,牙齿保健用品,,,百货
1283,碗碟,,,百货
1283,冷冻热狗肠,,,肉类
1283,干面包,,,百货
1283,意大利面,,,熟食
1283,火鸡,,,肉类
1283,超高温杀菌的牛奶,,,非酒精饮料
1283,威化饼,,,西点
1284,黄油,,,米粮调料
1284,柑橘类水果,,,果蔬
1284,碗碟,,,百货
1284,花卉种子,,,百货
1284,报纸,,,百货
1284,其他蔬菜,,,果蔬
1284,猪肉,,,肉类
1284,根茎类蔬菜,,,果蔬
1284,苏打,,,非酒精饮料
1284,全脂牛奶,,,非酒精饮料
1285,黄油,,,米粮调料
1285,冰淇淋,,,零食
1285,报纸,,,百货
1285,洋葱,,,果蔬
1285,其他蔬菜,,,果蔬
1285,猪肉,,,肉类
1285,根茎类蔬菜,,,果蔬
1285,半成品面包,,,西点
1285,切片奶酪,,,西点
1285,苏打,,,非酒精饮料
1285,软奶酪,,,西点
1285,热带水果,,,果蔬
1285,酸奶油,,,米粮调料
1285,全脂牛奶,,,非酒精饮料
1286,苏打,,,非酒精饮料
1287,瓶装啤酒,,,酒精饮料
1287,人造黄油,,,米粮调料
1287,面包卷,,,西点
1287,根茎类蔬菜,,,果蔬
1287,苏打,,,非酒精饮料
1288,一般饮料,,,非酒精饮料
1288,巧克力,,,零食
1288,水果/蔬菜汁,,,非酒精饮料
1288,酸奶油,,,米粮调料
1289,巧克力,,,零食
1290,冷冻蔬菜,,,果蔬
1290,特色巧克力,,,食品类
1290,全脂牛奶,,,非酒精饮料
1291,牛肉,,,肉类
1291,凝乳,,,米粮调料
1291,糕点,,,西点
1291,猪肉,,,肉类
1291,面包卷,,,西点
1291,全脂牛奶,,,非酒精饮料
1292,咖啡,,,非酒精饮料
1292,购物袋,,,百货
1293,面包卷,,,西点
1293,威化饼,,,西点
1294,猫食,,,百货
1294,柑橘类水果,,,果蔬
1294,面粉,,,米粮调料
1294,硬奶酪,,,西点
1294,其他蔬菜,,,果蔬
1294,面包卷,,,西点
1294,特色奶酪,,,西点
1294,全脂牛奶,,,非酒精饮料
1294,酸奶,,,食品类
1295,黑面包,,,西点
1295,柑橘类水果,,,果蔬
1295,意大利面,,,熟食
1295,酸奶,,,食品类
1296,巧克力,,,零食
1296,报纸,,,百货
1296,购物袋,,,百货
1296,苏打,,,非酒精饮料
1296,特色巧克力,,,食品类
1297,奶油乳酪,,,西点
1297,面包卷,,,西点
1298,苏打,,,非酒精饮料
1299,鸡,,,肉类
1299,咖啡,,,非酒精饮料
1299,购物袋,,,百货
1299,酸奶油,,,米粮调料
1300,冷冻鱼,,,肉类
1301,鸡,,,肉类
1301,一般肉类,,,肉类
1301,其他蔬菜,,,果蔬
1301,根茎类蔬菜,,,果蔬
1301,盐,,,米粮调料
1301,咸点心,,,西点
1301,香肠,,,肉类
1301,全脂牛奶,,,非酒精饮料
1302,牛肉,,,肉类
1302,莓果,,,果蔬
1302,其他蔬菜,,,果蔬
1302,购物袋,,,百货
1302,白面包,,,西点
1303,发酵粉,,,米粮调料
1303,瓶装啤酒,,,酒精饮料
1303,罐头蔬菜,,,米粮调料
1303,女性卫生用品,,,百货
1303,冷冻餐饭,,,米粮调料
1303,火腿,,,肉类
1303,硬奶酪,,,西点
1303,白饭,,,熟食
1303,面包卷,,,西点
1303,汤类,,,熟食
1303,全脂牛奶,,,非酒精饮料
1304,瓶装啤酒,,,酒精饮料
1304,瓶装水,,,非酒精饮料
1304,黄油,,,米粮调料
1304,鸡,,,肉类
1304,硬奶酪,,,西点
1304,洋葱,,,果蔬
1304,包装水果/蔬菜,,,果蔬
1304,猪肉,,,肉类
1304,根茎类蔬菜,,,果蔬
1304,盐,,,米粮调料
1305,黄油,,,米粮调料
1305,香草,,,米粮调料
1305,卫生用品,,,百货
1305,人造黄油,,,米粮调料
1305,其他饮料,,,非酒精饮料
1305,其他蔬菜,,,果蔬
1305,购物袋,,,百货
1305,白面包,,,西点
1305,全脂牛奶,,,非酒精饮料
1306,葡萄,,,果蔬
1306,根茎类蔬菜,,,果蔬
1307,口香糖,,,零食
1307,巧克力,,,零食
1307,仁果类水果,,,果蔬
1307,热带水果,,,果蔬
1307,全脂牛奶,,,非酒精饮料
1308,莓果,,,果蔬
1308,罐装啤酒,,,酒精饮料
1308,本地蛋类,,,肉类
1308,冷冻热狗肠,,,肉类
1308,番茄酱,,,米粮调料
1308,人造黄油,,,米粮调料
1308,一般肉类,,,肉类
1308,其他饮料,,,非酒精饮料
1308,其他蔬菜,,,果蔬
1308,咸点心,,,西点
1308,热带水果,,,果蔬
1308,酸奶油,,,米粮调料
1308,全脂牛奶,,,非酒精饮料
1309,巧克力,,,零食
1309,洋葱,,,果蔬
1309,其他蔬菜,,,果蔬
1309,面包卷,,,西点
1309,盐,,,米粮调料
1309,购物袋,,,百货
1309,特制门锁,,,百货
1310,莓果,,,果蔬
1310,罐头蔬菜,,,米粮调料
1310,柑橘类水果,,,果蔬
1310,本地蛋类,,,肉类
1310,报纸,,,百货
1310,有机香肠,,,肉类
1310,面包卷,,,西点
1310,咸点心,,,西点
1310,香肠,,,肉类
1310,酸奶油,,,米粮调料
1310,酸奶,,,食品类
1311,罐装啤酒,,,酒精饮料
1311,柑橘类水果,,,果蔬
1311,报纸,,,百货
1311,其他蔬菜,,,果蔬
1311,糕点,,,西点
1311,面包卷,,,西点
1311,软奶酪,,,西点
1312,罐装啤酒,,,酒精饮料
1312,一般清洁剂,,,百货
1312,汉堡肉,,,肉类
1312,卫生用品,,,百货
1312,糕点,,,西点
1312,购物袋,,,百货
1312,苏打,,,非酒精饮料
1312,柔软剂,,,百货
1313,清洁工具,,,百货
1313,咖啡,,,非酒精饮料
1313,面粉,,,米粮调料
1313,冷冻热狗肠,,,肉类
1313,冷冻甜点,,,肉类
1313,冷冻餐饭,,,米粮调料
1313,其他蔬菜,,,果蔬
1313,根茎类蔬菜,,,果蔬
1313,购物袋,,,百货
1313,切片奶酪,,,西点
1313,糖,,,米粮调料
1313,酸奶油,,,米粮调料
1313,全脂牛奶,,,非酒精饮料
1314,猪肉,,,肉类
1314,香肠,,,肉类
1315,其他蔬菜,,,果蔬
1315,根茎类蔬菜,,,果蔬
1315,酸奶,,,食品类
1316,厨房清洁剂,,,百货
1316,报纸,,,百货
1316,油,,,米粮调料
1317,罐装啤酒,,,酒精饮料
1318,报纸,,,百货
1319,口香糖,,,零食
1319,厨房毛巾,,,百货
1319,其他蔬菜,,,果蔬
1319,仁果类水果,,,果蔬
1319,根茎类蔬菜,,,果蔬
1319,全脂牛奶,,,非酒精饮料
1320,咖啡,,,非酒精饮料
1321,粉红葡萄酒,,,酒精饮料
1321,特色巧克力,,,食品类
1322,洋葱,,,果蔬
1322,宠物护理用品,,,百货
1322,特制门锁,,,百货
1322,醋,,,米粮调料
1323,莓果,,,果蔬
1323,黑面包,,,西点
1323,本地蛋类,,,肉类
1323,冷冻热狗肠,,,肉类
1323,其他蔬菜,,,果蔬
1323,糕点,,,西点
1323,面包卷,,,西点
1323,购物袋,,,百货
1323,软奶酪,,,西点
1323,全脂牛奶,,,非酒精饮料
1324,牛肉,,,肉类
1324,莓果,,,果蔬
1324,黑面包,,,西点
1324,一般清洁剂,,,百货
1324,一般肉类,,,肉类
1324,其他蔬菜,,,果蔬
1324,仁果类水果,,,果蔬
1324,糖,,,米粮调料
1324,热带水果,,,果蔬
1324,白面包,,,西点
1324,全脂牛奶,,,非酒精饮料
1325,瓶装啤酒,,,酒精饮料
1325,蜡烛,,,百货
1325,罐头鱼,,,米粮调料
1325,卫生用品,,,百货
1325,苏打,,,非酒精饮料
1325,全脂牛奶,,,非酒精饮料
1326,甜点,,,西点
1326,碗碟,,,百货
1327,发酵粉,,,米粮调料
1327,汉堡肉,,,肉类
1327,甜食,,,西点
1328,口香糖,,,零食
1328,碗碟,,,百货
1328,餐巾,,,百货
1329,瓶装啤酒,,,酒精饮料
1329,瓶装水,,,非酒精饮料
1329,水果/蔬菜汁,,,非酒精饮料
1329,普罗赛克葡萄酒,,,酒精饮料
1330,一般饮料,,,非酒精饮料
1330,巧克力棉花糖,,,零食
1330,长面包,,,非酒精饮料
1330,糕点,,,西点
1331,瓶装啤酒,,,酒精饮料
1331,瓶装水,,,非酒精饮料
1331,咖啡,,,非酒精饮料
1331,冷冻餐饭,,,米粮调料
1331,水果/蔬菜汁,,,非酒精饮料
1331,咸点心,,,西点
1331,糖,,,米粮调料
1331,全脂牛奶,,,非酒精饮料
1331,酸奶,,,食品类
1332,酪,,,西点
1332,柑橘类水果,,,果蔬
1332,甜点,,,西点
1332,一般清洁剂,,,百货
1332,厨房清洁剂,,,百货
1332,本地蛋类,,,肉类
1332,面粉,,,米粮调料
1332,葡萄,,,果蔬
1332,番茄酱,,,米粮调料
1332,油,,,米粮调料
1332,其他蔬菜,,,果蔬
1332,仁果类水果,,,果蔬
1332,糖,,,米粮调料
1332,酸奶,,,食品类
1333,瓶装水,,,非酒精饮料
1333,猫食,,,百货
1333,厨房清洁剂,,,百货
1333,硬奶酪,,,西点
1333,面包卷,,,西点
1333,热带水果,,,果蔬
1333,全脂牛奶,,,非酒精饮料
1334,猫食,,,百货
1334,苏打,,,非酒精饮料
1335,一般饮料,,,非酒精饮料
1335,糕点,,,西点
1335,苏打,,,非酒精饮料
1335,全脂牛奶,,,非酒精饮料
1336,水果/蔬菜汁,,,非酒精饮料
1336,苏打,,,非酒精饮料
1337,咸点心,,,西点
1337,香肠,,,肉类
1337,酸奶,,,食品类
1338,黑面包,,,西点
1338,黄油,,,米粮调料
1338,奶油乳酪,,,西点
1338,本地蛋类,,,肉类
1338,水果/蔬菜汁,,,非酒精饮料
1338,果酱,,,米粮调料
1338,其他饮料,,,非酒精饮料
1338,餐巾,,,百货
1338,盆栽,,,百货
1338,根茎类蔬菜,,,果蔬
1338,软奶酪,,,西点
1338,酸奶油,,,米粮调料
1338,全脂牛奶,,,非酒精饮料
1338,酸奶,,,食品类
1339,莓果,,,果蔬
1339,酪,,,西点
1339,报纸,,,百货
1339,其他蔬菜,,,果蔬
1339,苏打,,,非酒精饮料
1339,酸奶,,,食品类
1340,其他蔬菜,,,果蔬
1341,腐蚀性清洁剂,,,百货
1341,瓶装啤酒,,,酒精饮料
1341,电灯泡,,,百货
1341,仁果类水果,,,果蔬
1341,根茎类蔬菜,,,果蔬
1341,香肠,,,肉类
1342,一般饮料,,,非酒精饮料
1342,瓶装水,,,非酒精饮料
1342,其他饮料,,,非酒精饮料
1343,鸡,,,肉类
1343,卷装制品,,,百货
1343,根茎类蔬菜,,,果蔬
1343,购物袋,,,百货
1343,醋,,,米粮调料
1344,巧克力,,,零食
1344,全脂牛奶,,,非酒精饮料
1344,酸奶,,,食品类
1345,罐头蔬菜,,,米粮调料
1345,狗粮,,,百货
1345,硬奶酪,,,西点
1345,面包卷,,,西点
1345,香肠,,,肉类
1346,黑面包,,,西点
1346,柑橘类水果,,,果蔬
1346,碗碟,,,百货
1346,火腿,,,肉类
1346,汉堡肉,,,肉类
1346,洋葱,,,果蔬
1346,其他蔬菜,,,果蔬
